String,Kind,Domains,ReadSites,StringVA
wodtrny.pcx,file,,0x61f5df,0x83619c
wolacpt.pcx,file,,0x5db417 0x61f806 0x784e34,0x81b2ac
wolclan.pcx,file,,0x61f82c 0x78195f 0x7984fa 0x798a1c 0x79b5c9,0x83609c
woldata.key,unclassified,,0x5dc283,0x831398
woldclan.pcx,file,,0x61fd84 0x78c6af,0x835cf4
woldpriv.pcx,file,,0x61fdaa 0x78c6f1,0x835cd4
woldrslkob.pcx,file,,0x61fdd0 0x78c733,0x835cb4
wolhost.pcx,file,,0x5db3fc 0x61f814 0x784e2d,0x81b2b8
wolinfoMD.ini,file,,0x778751 0x778781 0x778a2d 0x778a76 0x77973b 0x77983a 0x779870 0x77994b 0x779a4a 0x779a80 0x779b5a 0x779c9a 0x779cd0 0x779dda 0x779f1a 0x779f50 0x77a0ee 0x77a11e,0x849f8c
wolnob.pcx,file,,0x5ee24e 0x61f852,0x831dd0
wolob.pcx,file,,0x5ee247 0x61f83f 0x781aeb 0x798552 0x798a74 0x79b666,0x831ddc
woloper.pcx,file,,0x61f794 0x784467,0x8360ec
wolpriv.pcx,file,,0x61f7f3 0x781a26 0x79857e 0x798aa0 0x79b689,0x8360a8
wolreslk.pcx,file,,0x61fd5e 0x781ad1 0x798526 0x798a48 0x79b64d,0x835d14
wolrslknob.pcx,file,,0x61f878,0x83607c
wolrslkob.pcx,file,,0x61f865 0x781ac1 0x79b63e,0x83608c
wolsqlch.pcx,file,,0x61f7a7,0x8360dc
woltrny.pcx,file,,0x61f7ba 0x781999 0x79b58d,0x8360d0
woluclan.pcx,file,,0x61fd71 0x78c68e,0x835d04
wolupriv.pcx,file,,0x61fd97 0x78c6d0,0x835ce4
wolurslkob.pcx,file,,0x61fdbd 0x78c712,0x835cc4
woluser.pcx,file,,0x61f7cd,0x8360c4
wolvoice.pcx,file,,0x61f7e0 0x7844a1,0x8360b4
wouact.pcx,file,,0x61f63e 0x78c62b 0x79125a 0x792935,0x836158
wouban.pcx,file,,0x61f49c,0x836278
wouclan.pcx,file,,0x61f5f2,0x836190
woudcon.pcx,file,,0x61f50e,0x836220
woufgame.pcx,file,,0x61f618,0x836174
woufind.pcx,file,,0x61f580,0x8361d8
wouhelp.pcx,file,,0x61f55a,0x8361f0
woukick.pcx,file,,0x61f534,0x836208
wouleave.pcx,file,,0x61f4c2,0x83625c
wouopt.pcx,file,,0x61f5a6,0x8361c0
wouref.pcx,file,,0x61f664 0x78c64c 0x79e6c2,0x836140
wousqlch.pcx,file,,0x61f4e8,0x83623c
woutrny.pcx,file,,0x61f5cc,0x8361a8
yes,unclassified,,0x529570 0x5295c0 0x673f52,0x825bf8
yrii.pcx,file,,0x61f324,0x836328
zotclot9,unclassified,,0x788a73 0x79ff59,0x84b698
